tour_food,tour_food_theme,tour_food_tag,tour_food_score,like,zzim,review
에프터글로우,제주시 > 제주시내,#커피 #음식 #아메리카노 #카페라떼 #콜드브루 #카푸치노 #바닐라라떼 #에이드 #딸기스무디 #스무디 #캐모마일 #레몬에이드 #자몽에이드 #초코라떼 #차 #레몬그라스 #페퍼민트 #티라미수 #크림라떼 #에스프레소 #에스프레소콘파냐 #에스프레소마키아또 #플랫화이트 #바닐라빈라떼 #아인슈페너 #아포가토 #라떼,0,1,2,0
엘파소,서귀포시 > 안덕,#코코넛라떼 #아포가토 #카페라떼 #바닐라라떼 #초코라떼 #딸기라떼 #오미자차 #반려동물동반_식당카페 #음식 #카페,0,0,5,0
여행가게,서귀포시 > 남원,#음식 #아메리카노 #에이드 #쉐이크 #오미자에이드 #딸기요거트스무디 #유자차 #유자에이드 #무장애관광,0,1,2,0
연동길,제주시 > 제주시내,#음식 #식당 #새우볶음,0,0,1,0
연동돌담흑돼지,제주시 > 제주시내,# 근고기 # 삼겹살 # 가브리살 # 항정살,0,0,1,0
연동둘둘김밥,제주시 > 제주시내,#음식 #식당 #와플 #딸기생크림와플 #바나나생크림와플 #아이스크림와플 #꼬마김밥 #더블치즈김밥 #참치김밥 #스팸김밥 #김치김밥 #소고기김밥 #멸치김밥 #새우김밥 #돈까스김밥 #매콤제육김밥 #주먹밥 #참치주먹밥 #멸치주먹밥 #쇠고기주먹밥 #떡볶이 #튀김 #모둠튀김 #고구마튀김 #단호박튀김 #김말이튀김 #오징어튀김 #야채튀김 #아메리카노 #카페라떼 #카라멜마끼아또 #카페모카 #바닐라라떼 #녹차라떼 #고구마라떼 #초코라떼 #토피넛라떼 #라떼 #쿠앤크라떼 #흑당버블티 #쉐이크 #자바칩프라푸치노 #아이스티 #복숭아아이스티 #블루베리아이스티 #에이드 #자몽에이드 #청포도에이드 #레몬에이드 #블루베리에이드 #망고에이드 #오렌지에이드 #스무디 #플레인요거트스무디 #딸기요거트스무디 #망고요거트스무디 #블루베리요거트스무디 #차 #카모마일 #루이보스 #자스민티 #페퍼민트 #얼그레이 #유자차 #자몽티,0,0,0,0
연탄과친한돼지,제주시 > 제주시내,# 흑돼지근고기 # 오겹살 # 목살,0,0,0,0
열공부엌,제주시 > 제주시내,#제주도청 #유기농 #음식,0,0,1,0
영실국수서귀포중문본점,서귀포시 > 서귀포시내,# 회국수 # 짬뽕 # 돔베고기 # 전복구이 # 만두,0,0,0,0
영진보말칼국수제주협재점,제주시 > 한림,# 보말삼계탕 # 보말죽 # 거북손 # 바지락,0,0,0,0
영춘식당,제주시 > 제주시내,#음식 #동태찌개 #순두부찌개 #착한가격업소,0,0,2,0
영해식당 (제주점),제주시 > 제주시내,#고사리육개장 #갈비탕 #음식 #수육 #멸치국수 #고기국수 #냉면 #비빔밀면 #만두국 #곰탕 #김치찌개 #육개장,0,0,6,0
예산가마솥장수촌설렁탕,제주시 > 제주시내,#음식 #식당 #만두설렁탕 #도가니탕 #꼬리곰탕 #모듬수육 #도가니수육 #꼬리수육,0,0,0,0
예예예,제주시 > 제주시내,# 파스타 # 리조또 # 칠리새우,0,0,0,0
예원,제주시 > 구좌,# 접짝뼈국 # 고등어구이 # 청국장 # 제육볶음,0,0,0,0
옛날 홍가네 칼국수,제주시 > 제주시내,# 떡만둣국 # 닭칼국수,0,0,0,0
옛날팥죽,서귀포시 > 표선,# 팥죽,0,0,1,0
옛촌전복,서귀포시 > 안덕,#한식 #향토음식 #음식 #전복 #갈치,0,1,39,0
오누이밥상,섬 속의 섬 > 추차도,#추자정식 #추자굴비정식 #추자정식백반 #추자도 #음식 #오삼불고기 #정식 #백반 #굴비정식 #식당 #비빔밥 #뚝배기불고기 #김치찌개 #된장찌개 #삼겹살 #옻닭백숙 #백숙 #동태탕 #닭볶음탕 #생선구이 #생선조림 #매운탕 #아구탕 #아구찜 #불고기전골,0,0,1,0
오늘은 녹차한잔&쇼핑,서귀포시 > 표선,#음식 #케이크 #아이스크림 #2022고메페스타 #말차 #녹차 #홍차 #차 #밀크티 #쉐이크 #밀크쉐이크 #에이드 #레몬에이드 #자몽에이드 #아메리카노 #카페라떼 #카페모카 #카푸치노 #바닐라라떼 #카라멜마끼아또 #초코라떼,0,0,14,0
오또도넛,서귀포시 > 중문,#친환경컵 #옥수수전분 #음식 #카페 #아메리카노 #카페라떼 #도너츠 #빵 #바닐라라떼 #코코넛라떼 #우유 #얼그레이밀크티 #딸기라떼 #에이드 #복숭아에이드 #콤부차,0,0,1,0
오라디오라,서귀포시 > 안덕,#스프 #치아바타 #음식 #카페 #빵 #베이커리 #에스프레소 #아메리카노 #카페라떼 #바닐라라떼 #카푸치노 #아포가토 #초코라떼 #말차라떼 #아이스티 #자몽티 #레몬티 #카모마일 #차 #라떼 #에이드 #자몽에이드 #레몬에이드 #패션후르츠에이드 #사과주스 #주스 #플레인요거트스무디 #블루베리요거트스무디 #스무디 #요거트 #망고빙수,0,0,1,0
오라방라운지,제주시 > 제주시내,# 맥주,0,0,0,0
오롯,제주시 > 제주시내,# 비빔밥 # 청어알비빔밥 # 막창순대 # 가지만두튀김 # 한우곰탕 # 취나물비빔밥,0,0,0,0
오르막가든,서귀포시 > 중문,#음식 #오겹살 #삼겹살 #항정살 #가브리살 #흑돼지구이 #돼지구이 #된장찌개 #냉면,0,0,20,0
오르미,제주시 > 제주시내,#컵라면 #음식 #라면,0,0,5,0
오르바,서귀포시 > 서귀포시내,# 케이크 # 마들렌 # 커피 # 아인슈페너 # 스콘 # 러스크,0,0,0,0
오른(orrrn),서귀포시 > 성산,# 키즈메뉴 # 아이스크림크러핀 # 비건메뉴,0,0,2,0
오름나그네,제주시 > 조천,# 들깨칼국수 # 한치비빔국수,0,0,0,0
오마이파운드,제주시 > 제주시내,# 파운드케이크 # 스콘,0,0,0,0
오만과자점,제주시 > 제주시내,# 스모어쿠키 # 크럼블 # 쿠키,0,0,0,0
오만정성 제주협재점,제주시 > 한림,# 고사리갈치조림 # 갈치조림 # 딱새우 # 문어 # 가리비 # 전복,0,0,0,0
오백장군과 까마귀,서귀포시 > 서귀포시내,#식당 #비빔밥 #국밥 #고기국수 #해물부추전 #어묵탕 #오뎅탕 #도토리묵무침 #두부김치 #아메리카노 #오미자차 #유자차 #홍차 #핫초코 #녹차 #더덕주 #오미자주,0,0,0,0
오버더센스,서귀포시 > 서귀포시내,# 마제소바 # 아메리카노 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,0,0
오복떡집,제주시 > 제주시내,#음식 #꿀떡 #시루떡 #절편 #무지개떡,0,0,9,0
오션컬러,제주시 > 조천,# 케이크 # 마들렌 # 북카페,0,0,0,0
오솔길,제주시 > 제주시내,#갈치국 #성게국 #자리물회 #음식 #갈치조림 #갈치구이 #갈치회 #고등어회 #우럭매운탕 #전복죽 #착한가격업소,0,0,2,0
오아모이,서귀포시 > 성산,# 자몽에이드 # 생딸기요거트 # 카야토스트 # 마들렌 # 갸또쇼콜라,0,0,1,0
오전열한시,서귀포시 > 서귀포시내,# 간장새우밥 # 동치미국수,0,0,1,0
오지힐 제주,제주시 > 한경,# 파블로바 # 플랫화이트 # 롱블랙 # 래밍턴케이크,0,0,1,0
오캄,제주시 > 제주시내,#음식 #빵 #바게트 #수제마카롱 #아메리카노 #와플 #크로아상 #케이크 #카페라떼 #아인슈페너 #콜드브루 #콜드브루라떼 #라떼 #차 #페퍼민트 #캐모마일 #유자차 #청포도에이드 #에이드 #모히또 #브라우니 #샌드위치 #치즈케이크,0,0,2,0
오쿠다 이도점,제주시 > 제주시내,#식당 #전복뚝배기 #물회 #전복물회 #볶음밥 #전복죽 #전복돌솥밥 #뚝배기 #전복버터구이 #전복회 #돌솥밥 #새우튀김 #전복구이 #고등어구이 #새우장,0,1,2,0
오크라,제주시 > 한림,# 뷔페 # 무한리필,0,0,0,0
오현불백,제주시 > 제주시내,#음식 #식당 #소불고기전골 #불백 #돼지불백 #무장애관광,0,0,1,0
오후새우시,서귀포시 > 중문,# 새우 # 해물라면 # 새우도시락 # 전복 # 딱새우,0,0,0,0
옥란면옥,제주시 > 조천,# 메밀국수 # 비빔냉면,0,0,0,0
옥만이네,제주시 > 한림,#음식 #식당 #갈비찜 #해산물 #뚝배기불고기 #고등어구이 #볶음밥,0,0,1,0
온더스톤브런치카페제주성산점,서귀포시 > 성산,# 흑돼지 # 파스타 # 감바스. 샐러드 # 브런치 # 디저트 # 스콘,0,0,0,0
온오프,섬 속의 섬 > 우도,#치즈돈까스 #경양식 #음식 #식당 #돈가스 #수제돈까스 #에이드 #콜드브루,0,0,3,0
올드캡,서귀포시 > 안덕,# 수제버거 # 피쉬앤칩스 # 감자튀김,0,0,0,0
올디벗구디,서귀포시 > 서귀포시내,#노키즈존 #도순동 #음식 #카페 #빵 #베이커리 #아메리카노 #카페라떼 #샌드위치 #치즈케이크 #플랫화이트 #바닐라라떼 #아포가토 #에이드 #자몽에이드 #자몽티 #브라우니 #허브티 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,1,0
올레 흑돼지 김치말이,서귀포시 > 서귀포시내,# 김치,0,0,1,0
올레산야초,제주시 > 애월,#음식 #눈꽃빙수 #샐러드 #차 #카페 #라떼 #그린티라떼 #꿀차 #마들렌,0,0,11,0
올레삼다정,서귀포시 > 서귀포시내,#음식 #갈치구이 #제주갈치구이 #제주갈치조림 #고등어구이 #고등어조림 #생선조림 #갈치조림 #해물전 #미역국 #보말죽 #성게미역국 #무장애관광,0,0,5,0
올레시장 치즈마농랍스터,서귀포시 > 서귀포시내,# 오징어버터구이,0,0,0,0
올레실내포장마차,섬 속의 섬 > 추차도,#추자도 #음식 #고등어구이 #잔치국수 #정식 #굴비정식 #매운탕 #식당 #생선구이정식 #삼치구이 #갈치구이정식 #우럭매운탕 #조기매운탕 #갈치조림 #김치찌개 #물회 #소라물회 #한치물회 #비빔밥 #메밀막국수 #냉면 #물냉면 #비빔냉면 #해물전 #홍합탕 #문어숙회 #숙회 #한치무침 #소라무침 #오뎅탕 #제육볶음 #내장탕 #소머리국밥 #도가니탕 #회 #지리탕,0,0,0,0
올레왕갈치,서귀포시 > 서귀포시내,# 갈치회 # 갈치구이 # 갈치조림 # 삼치구이 # 흑돼지김치찌개,0,0,0,0
올티스,제주시 > 조천,#말차 #홍차 #차,0,0,1,0
옵써빵집,서귀포시 > 표선,#음식 #카페 #빵 #베이커리 #케이크 #머핀 #쿠키 #허니브레드 #또띠아 #바게트 #호두파이,0,0,1,0
옹포별장가든,제주시 > 한림,#흑돼지 #꿩 #전골 #꿩냉면 #음식 #갈치구이 #갈치조림 #제주갈치조림 #제주갈치구이 #돔베고기 #전복죽 #전복버터구이 #성게미역국 #미역국 #전복구이 #고등어구이 #전복돌솥밥 #돌솥밥 #삼계탕 #전복삼계탕,0,0,4,0
와랑식탁,제주시 > 한경,#고추장불고기 #가정식 #바다뷰 #오션뷰 #집밥 #반려동물동반_식당카페 #음식 #식당,0,0,3,0
와르다 레스토랑,제주시 > 제주시내,#예맨 #음식 #케밥 #샐러드 #식당 #샌드위치 #양고기,0,0,3,0
와팡,서귀포시 > 중문,#음식 #빵 #주스,0,1,5,0
와흘밥상,제주시 > 조천,# 해물뚝배기 # 성게국 # 김치찌개 # 전복죽,0,0,0,0
왓섬,제주시 > 제주시내,#음식 #아메리카노 #얼그레이 #샐러드 #샌드위치 #카페라떼 #바닐라라떼 #에스프레소 #카페모카 #카라멜마끼아또 #라떼 #말차라떼 #에이드 #레몬에이드 #자몽에이드 #청포도에이드 #블루베리스무디 #스무디 #초코라떼 #차 #자몽차 #레몬차 #프렌치토스트 #감자튀김 #브런치,0,0,0,0
요요무문,제주시 > 구좌,#풋귤에이드 #소품 #음식 #카페라떼 #바닐라라떼 #카페모카 #에이드 #아메리카노 #카푸치노 #코코넛라떼 #아인슈페너 #말차라떼 #핫초코 #진저라떼 #요거트스무디 #망고요거트스무디 #녹차 #발효차 #치즈케이크 #토스트 #큐브라떼,0,0,13,0
요우르,제주시 > 조천,#과일요거트 #그릭요거트 #반려동물동반_식당카페 #음식 #카페,0,0,3,0
용꽈배기,제주시 > 제주시내,#간식 #빵지순례 #음식 #빵 #베이커리 #카페 #팥도너츠 #고로케 #핫도그,0,0,2,0
용담밭담,제주시 > 제주시내,#음식 #정식 #회 #전복뚝배기 #전복버터구이 #갈치조림 #제주갈치조림 #갈치구이 #제주갈치구이 #샐러드 #옥돔구이 #옥돔 #2022고메페스타 #갈치조림정식 #고등어조림 #두루치기 #흑돼지두루치기 #무장애관광,0,0,2,0
용담생국수,제주시 > 제주시내,#한치물회 #해물파전 #콩국수 #착한가격업소,0,0,1,0
용두성,제주시 > 제주시내,# 해물뚝배기 # 옥돔구이 # 갈치조림 # 갈치구이,0,0,0,0
용두암 바당회국수,제주시 > 제주시내,#뚝배기 #음식 #갈치 #물회 #해물칼국수 #한치물회 #칼국수 #한치 #회 #참돔회 #광어회 #해산물모둠 #해삼 #멍게 #소라 #문어 #낙지 #전복 #보말칼국수 #활어물회 #모듬물회 #전복버터구이 #전복해물뚝배기 #성게미역국 #고등어구이 #회덮밥,0,0,6,0
용두암엄마해장국,제주시 > 제주시내,# 고사리해장국 # 해장국,0,0,0,0
용소담,제주시 > 제주시내,# 바당라떼 # 수제청에이드 # 과일차 # 꽃차 # 기증편 # 땅콩슈페너,0,0,0,0
용연보말칼국수,제주시 > 제주시내,# 보말국 # 보말죽 # 보말칼국수 # 보말메밀전,0,0,1,0
용왕난드르식당,서귀포시 > 안덕,# 보말죽 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,1,0
용이식당,서귀포시 > 서귀포시내,#음식,0,0,8,0
우도돼지네 땅콩만두,서귀포시 > 서귀포시내,#고기만두 #음식 #막걸리 #우도 #아이스크림 #아메리카노,0,0,5,0
우도짜장맨,섬 속의 섬 > 우도,#음식 #식당 #짬뽕 #해물짬뽕 #짜장밥 #짬뽕밥 #해물짬뽕밥 #탕수육 #무장애관광,0,0,0,0
우도향,섬 속의 섬 > 우도,#음식 #고등어조림 #생선조림 #갈치조림 #해물전골 #우럭조림 #우럭매운탕 #뚝배기 #전복뚝배기 #전복죽 #성게국 #고등어구이 #갈치구이 #해산물 #문어 #소라,0,0,1,0
우리동네숯불갈비,섬 속의 섬 > 추차도,#추자숯불갈비 #추자도 #음식 #갈비 #양념갈비 #삼겹살 #오겹살 #항정살 #식당 #생갈비 #갈비탕 #육개장 #굴비정식 #오리백숙 #삼계탕 #냉면 #비빔냉면 #물냉면,0,0,1,0
우리두리식당,제주시 > 구좌,#한식 #물회 #음식 #우럭매운탕 #횔어우럭매운탕 #우럭조림 #생선구이정식 #주물럭 #해물뚝배기 #고등어구이 #옥돔구이 #갈치조림 #오겹살 #한치물회 #자리물회 #착한가격업소,0,1,9,0
우리회수산,제주시 > 제주시내,#음식 #식당 #회 #볶음밥 #성게미역국 #알밥 #전복죽 #제주갈치구이 #갈치구이 #전복구이 #옥돔구이 #고등어구이 #메로구이 #전복해물탕 #서더리매운탕 #매운탕 #지리탕 #회덮밥 #멍게덮밥 #활어회덮밥 #전복회덮밥 #성게비빔밥 #꼬막비빔밥 #덮밥 #활어물회 #물회 #한치물회 #자리물회 #전복성게물회 #갈치조림 #고등어조림 #삼합 #딱새우 #모둠회 #방어회 #광어회 #갈치회 #연어회 #참돔회,0,0,2,0
우림일식,제주시 > 제주시내,#갓돔활어회 #음식 #회,0,0,2,0
우무(umu),제주시 > 한림,#음식 #밀크티 #커스터드푸딩,0,0,39,0
우뭇개일번지,서귀포시 > 성산,#콩나물해장국 #전복죽 #우동 #소불고기덮밥 #해물라면 #해장라면 #해물짬뽕라면,0,1,2,0
우연못,제주시 > 제주시내,#녹차 #우롱차 #홍차 #보이차 #밀크티 #말차 #케이크 #에이드 #디저트,0,0,0,0
"우연히,그곳",제주시 > 구좌,#카페라떼 #바닐라라떼 #아인슈페너 #크림라떼 #연유라떼 #반려동물동반_식당카페 #음식,0,0,6,0
우영담,제주시 > 애월,# 전복구이 # 전복회 # 전복게우젓 # 간장게장 # 전복죽 # 전복뚝배기,0,0,0,0
우정회센타,서귀포시 > 서귀포시내,#음식 #새우튀김 #광어회 #전복죽 #전복버터구이 #고등어회 #고등어 #돈까스 #한치회 #방어회 #다금바리회 #참돔회 #우럭회 #딱새우 #딱새우찜 #모둠회 #우럭튀김 #해산물모둠 #매운탕 #갈치조림 #갈치구이 #고등어구이 #옥돔구이 #회덮밥 #물회 #모듬물회 #광어물회 #전복물회 #한치물회 #자리물회 #우럭매운탕 #우럭조림 #고등어조림 #지리탕 #회국수 #고구마튀김 #도다리회 #능성어 #돌돔회 #갈치회 #문어숙회 #전복구이 #새우장 #전복회,0,0,11,0
우주파,제주시 > 제주시내,# 파스타 # 칵테일 # 맥주 # 와인 # 데낄라 # 위스키,0,0,1,0
우호적무관심,제주시 > 한경,# 브런치 # 크로와상,0,0,1,0
울트라마린,제주시 > 한경,#음식 #아이스티 #아메리카노 #에스프레소 #카페라떼 #카페모카 #차 #바닐라라떼 #헤이즐넛 #플랫화이트 #카푸치노 #이슬차 #복숭아차 #꽃차 #레몬차 #레몬에이드 #에이드 #라떼 #말차라떼 #딸기라떼 #콜드브루,0,0,7,0
웃뜨르우리돼지,제주시 > 한경,#김치찌개 #음식 #흑돼지구이 #오겹살 #가브리살 #갈매기살 #갈비 #양념갈비 #2022고메페스타 #흑돼지오겹살 #목살 #항정살 #소시지 #흑돼지김치찌개 #된장찌개 #추억의도시락,0,0,9,0
웃뜨르항아리,제주시 > 한경,# 고기국수 # 수육,0,0,0,0
웅담식당,서귀포시 > 서귀포시내,#음식 #돼지구이 #흑돼지구이 #삼겹살 #흑돼지 #흑돼지오겹살,0,0,2,0
워터쉐드카페,제주시 > 조천,# 커피 # 라떼,0,0,1,0
원당골,제주시 > 제주시내,#샤브샤브 #음식 #오리한마리 #오리고기,0,0,1,0
원조마라도짜장면,서귀포시 > 대정,#짬뽕 #음식 #해물짬뽕 #탕수육 #해물짜장 #짜장면,0,0,3,0
원항아리칼국수보쌈,제주시 > 제주시내,#음식 #보쌈 #칼국수 #닭칼국수 #해물칼국수 #수육 #만두 #소고기김밥 #김치칼국수 #메밀칼국수,0,0,2,0
월정리 담또와,제주시 > 구좌,# 소금빵 # 크림빵 # 감자빵 # 양파크림빵 # 녹차크림빵 # 핸드드립커피,0,0,1,0
월정리LOWA,제주시 > 구좌,#음식 #베이커리 #카페 #파니니 #에이드 #라떼 #케이크 #쉐이크 #코코넛라떼 #주스 #에스프레소 #아메리카노 #카페모카 #카라멜마끼아또 #바닐라라떼 #헤이즐넛라떼 #카페라떼 #카푸치노 #크림라떼 #아인슈페너 #콜드브루 #아포가토 #자몽에이드 #요거트스무디 #블루베리요거트스무디 #복숭아아이스티 #말차라떼 #초코라떼 #고구마라떼 #차 #레몬티 #얼그레이 #캐모마일 #레몬그라스 #바닐라아이스크림 #티라미수 #치즈케이크,0,0,1,0
월정조용한카페앤펍,제주시 > 구좌,# 카페 # 돌집 # 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,1,1,0
월정해녀식당,제주시 > 구좌,#음식 #식당 #전복죽 #성게미역국 #해물뚝배기 #오분작뚝배기 #문어비빔밥 #성게비빔밥 #비빔밥 #죽 #물회 #한치물회 #전복물회 #소라물회 #모듬물회 #고등어조림 #갈치구이 #옥돔구이 #고등어구이 #전복구이 #해물탕 #해물파전 #딱새우 #문어숙회 #회 #전복회 #소라 #해삼 #산낙지,0,0,1,0
웰덤대게고로케 올레시장점,서귀포시 > 서귀포시내,#올레시장 #간식 #음식 #식당 #그라탕 #모둠꼬치 #게살고로케 #치즈고로케,0,0,1,0
위더스트래블,제주시 > 제주시내,#에그메네딕트 #음식 #브런치 #샌드위치 #아메리카노 #와플 #파니니 #카페라떼 #카푸치노 #플랫화이트 #카페모카 #돌체라떼 #바닐라빈라떼 #아포가토 #라떼 #차 #자몽차 #레몬티 #레몬에이드 #요거트스무디 #딸기요거트스무디 #플레인요거트스무디 #고구마라떼 #과일주스,0,0,2,0
위미항활어회센터,서귀포시 > 남원,#매운탕 #지리 #음식 #물회 #회 #갈치회 #고등어회 #광어회 #전복물회 #방어회 #도미지리 #전복죽 #방어 #지리탕 #고등어구이 #갈치조림 #다금바리회 #능성어 #참돔회 #황돔회 #돌돔회 #도다리회 #농어회,0,1,5,0
윈드스톤,제주시 > 애월,#음식 #카페 #아메리카노 #카페라떼 #라떼 #핸드드립커피 #오미자 #토스트 #치즈케이크,0,0,0,0
윌라라,서귀포시 > 성산,#브런치 #감자튀김 #새우튀김 #치즈스틱 #피쉬&칩스 #샐러드 #튀김 #모히또 #아메리카노 #우수관광사업체,0,1,3,0
유끼네,서귀포시 > 표선,#감귤파이 #음식 #아메리카노 #에이드 #드립커피 #단호박라떼 #핫초코 #유자차 #라떼 #차 #유자에이드 #청포도에이드 #레몬에이드 #요거트 #허니브레드 #핫도그,0,0,3,0
유나카페,서귀포시 > 남원,#감귝샐러드 #음식 #보말칼국수 #허니브레드 #자몽에이드 #치즈돈까스 #칼국수 #아이스크림 #바닐라아이스크림 #초코아이스크림 #녹차아이스크림 #초코라떼 #아이스티 #복숭아아이스티 #레몬아이스티 #스무디 #딸기스무디 #망고스무디 #키위스무디 #쉐이크 #에이드 #레몬에이드 #라떼 #에스프레소 #아메리카노 #카페모카 #카페라떼 #카라멜마끼아또 #카푸치노 #고구마라떼 #바닐라라떼 #녹차라떼,0,0,5,0
유메야마,제주시 > 제주시내,#음식 #스시 #초밥 #우동 #규동 #장어덮밥 #연어덮밥 #식당 #사시미 #광어초밥 #연어초밥 #도미 #오징어 #가리비 #참치초밥 #장어초밥 #도로초밥 #랍스터 #오겹살 #야채구이 #새우구이 #안심 #전복 #양고기 #한우등심 #샐러드 #새우튀김 #나가사키짬뽕 #소바 #철판볶음밥 #라면 #오차즈케 #캘리포니아롤 #무장애관광,0,0,1,0
유복현식공간,서귀포시 > 대정,#음식,0,0,0,0
유심이감성찜닭,섬 속의 섬 > 추차도,#추자식당 #추자백숙 #추자도 #음식 #닭볶음탕 #찜닭 #닭도리탕 #삼계탕 #백숙 #갈비찜 #식당 #정식 #굴비정식 #물회 #회비빔밥 #멍게비빔밥 #비빔밥 #오리주물럭 #삼겹살주물럭 #주물럭 #치즈계란말이 #오리백숙 #옻닭백숙 #토종닭백숙 #아구탕 #홍합탕,0,0,0,0
육갑봉,제주시 > 제주시내,#불고기 #돼지고기 #음식 #2022고메페스타 #왕갈비탕 #갈낙탕 #매생이 #떡만두국 #매생이떡국 #닭곰탕 #냉모밀 #뚝배기불고기 #뚝배기 #주먹밥 #배추겉절이 #해신탕 #갈낙전골 #소갈비찜 #등갈비찜 #문어숙회 #닭볶음탕 #낙지갈비찜 #통문어갈비찜,0,0,1,0
육값하네식육가든,서귀포시 > 남원,#음식 #오겹살 #흑돼지구이 #돼지구이,0,0,7,0
윤옥,제주시 > 제주시내,#음식 #식당 #라면,0,0,1,0
으뜨미,제주시 > 구좌,#음식 #식당 #전복해물뚝배기 #육개장 #자리물회 #한치물회,0,0,2,0
은빛식당,제주시 > 제주시내,# 정식 # 두루치기 # 계란후라이,0,0,0,0
은희네해장국 외도점,제주시 > 제주시내,#음식 #식당 #해장국 #소내장탕 #한우소머리국밥,0,0,2,0
이가,제주시 > 제주시내,#흑돼지 #돼지고기 #양념갈비 #김치찌개 #양념게장 #오겹살 #한우육회 #육회 #한우생육회초밥 #메밀물막국수 #메밀비빔막국수 #막국수 #간장게장,0,0,1,0
이가전복,제주시 > 제주시내,#전복돌솥밥 #음식 #전복 #전복죽 #전복뚝배기 #전복버터구이,0,0,3,0
이게밥도둑,제주시 > 제주시내,#음식 #오겹살 #새우장,0,2,29,0
이너프,제주시 > 애월,#패션푸르츠에이드 #토마토바질에이드 #한라봉청아이스크림 #우유아이스크림 #반려동물동반_식당카페 #음식 #카페,0,0,2,0
이노우에스시,제주시 > 제주시내,#오마카세 #음식 #회 #장어덮밥 #샐러드 #사시미 #튀김 #크림새우 #소바 #술 #사케 #히레사케,0,0,0,0
이돈갓시청점,제주시 > 제주시내,#돈까스 #히레까스 #로스까스 #음식 #돈가스 #로스등심가스 #히레카츠 #생선까스 #치킨까스 #치즈돈까스 #고구마치즈돈까스 #냉우동 #튀김우동 #새우튀김우동 #김치우동 #어묵우동 #돈가스정식 #돈까스모듬정식 #피자돈까스 #돈까스나베 #김치나베정식,0,0,0,0
이런날N,제주시 > 구좌,#파스타 #음식 #해물파스타 #크림파스타 #피자 #화덕피자 #고르곤졸라화덕피자 #돈가스 #멘보샤 #샐러드 #오일파스타 #샐러드파스타 #고르곤졸라피자 #돈까스 #스테이크 #비프스테이크 #새우 #볶음밥,0,0,8,0
이맛,섬 속의 섬 > 추차도,#추자식당 #추자도 #음식 #순두부찌개 #오징어덮밥 #제육덮밥 #국밥 #식당 #칼국수 #샤브샤브 #해물샤브샤브 #해물칼국수 #돈까스 #돈가스,0,0,0,0
이모밥상,제주시 > 제주시내,# 백반 # 가정식 # 소불고기 # 돔베고기 # 간장게장 # 계란찜 # 전복구이,0,0,0,0
이스트포레스트,제주시 > 구좌,#구좌맛집 #카페 #와인 #음료 #커피 #음식 #식당 #파스타 #크림파스타 #해산물토마토파스타 #오일파스타 #새우로제파스타 #리조또 #먹물리조또 #전복리조또 #에이드 #자몽에이드 #피자 #고르곤졸라피자 #마르게리따피자 #스테이크피자 #마늘빵 #카프레제샐러드 #샐러드 #스테이크,0,1,2,0
이오리,제주시 > 제주시내,#한식 #음식 #오리고기 #오리한마리 #정식 #착한가격업소,0,0,0,0
이익새양과점,제주시 > 한림,#녹차파운드 #초코파운드 #빵 #케이크 #아메리카노 #카페라떼 #플랫화이트 #바닐라빈라떼 #아포가토 #라떼 #에이드 #딸기라떼 #차 #에스프레소 #카푸치노 #카페모카 #콜드브루 #콜드브루라떼,0,0,11,0
이정현 돼지갈비강정,제주시 > 애월,# 갈비국수 # 비빔국수,0,0,0,0
이조은식당,서귀포시 > 서귀포시내,#전복회 #전복죽 #음식 #전복해물탕 #전복뚝배기 #전복버터구이 #전복갈비탕 #오분작뚝배기 #갈치조림 #고등어조림 #갈치구이 #옥돔구이 #고등어구이 #갈치국 #성게미역국 #흑돼지구이 #제육볶음 #정식 #회 #갈치회 #고등어회,0,0,3,0
인그리드,제주시 > 제주시내,#음식 #카페 #카페라떼 #바닐라빈라떼 #크림라떼 #패션후르츠에이드 #패션후르츠망고에이드 #초코라떼 #핫초코 #캐모마일 #루이보스 #라떼 #차 #에이드,0,0,1,0
인디안썸머애월,제주시 > 애월,#음식 #프렌치토스트 #감자튀김 #라따뚜이 #카프레제샐러드 #감바스 #위스키 #술 #모히또 #칵테일 #블랙러시안 #깔루아밀크 #진토닉칵테일 #에이드 #차 #캐모마일 #페퍼민트 #얼그레이 #그린티 #와인 #레드와인 #화이트와인 #와인뱅쇼 #아인슈페너 #라떼 #바닐라라떼 #카푸치노,0,0,1,0
인디언키친,제주시 > 애월,#카레 #양고기 #샐러드 #식당 #안전여행스탬프 #그린샐러드 #양갈비구이 #양갈비 #양꼬치 #치킨 #치킨카레,0,0,2,0
인쌩맥주 노형오거리점,제주시 > 제주시내,#노형동술집 #음식 #식당 #치즈볼 #마약소세지 #노가리 #아귀포 #샤베트 #핫도그 #소떡소떡 #고로케 #모둠고로케 #염통구이 #김치우동 #닭발튀김 #칠리새우 #치킨 #해장국 #감자전 #닭강정 #똥집볶음 #고추장찌개 #찜닭 #양념갈비 #반건조오징어 #먹태,0,0,0,0
